都道府県,"東京都,市区町村","広島市,福岡市",店舗名,所在地,latitude,longitude
静岡県,,,藤枝蓮華寺池公園店,静岡県 藤枝市 本町1-2,,
静岡県,,,藤枝高柳店,静岡県 藤枝市 高柳1-8-42,,
静岡県,,,浜松新津町店,静岡県 浜松市中区 新津町682-1,,
静岡県,,,浜松 メイワン エキマチウエスト店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST,,
静岡県,,,浜松 メイワン 2階店,静岡県 浜松市中区 砂山町6-1,,
静岡県,,,浜松駅 新幹線ラチ内店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST（浜松 メイワン エキマチウエスト店）,,
静岡県,,,ザザシティ浜松店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST（浜松 メイワン エキマチウエスト店）,,
静岡県,,,ザザシティ浜松店,静岡県 浜松市中区 鍛冶町15 ザザシティ浜松 西館,,
静岡県,,,浜松城公園店,静岡県 浜松市中区 元城町100-2,,
静岡県,,,浜名湖サービスエリア店,静岡県 浜松市北区 三ケ日町佐久米61-2 東名高速道路 浜名湖サービスエリア内,,
静岡県,,,浜松半田山店,静岡県 浜松市東区 半田山4-4-25,,
静岡県,,,浜松佐鳴台店,静岡県 浜松市中区 佐鳴台3-52-34,,
静岡県,,,TSUTAYA 佐鳴台店,静岡県 浜松市西区 入野町621-1,,
静岡県,,,イオンモール浜松志都呂店,静岡県 浜松市西区 志都呂2-37-1,,
静岡県,,,プレ葉ウォーク浜北店,静岡県 浜松市浜北区 貴布祢1200,,
静岡県,,,イオンモール浜松市野店,静岡県 浜松市東区 天王町諏訪1981-3 イオンモール浜松市野,,
静岡県,,,掛川細田店,静岡県 掛川市 細田280-1,,
静岡県,,,ノブレスパルク袋井店,静岡県 袋井市 高尾3000,,
静岡県,,,磐田見付店,静岡県 磐田市 見付6039-2,,
静岡県,,,ららぽーと磐田店,静岡県 磐田市 高見丘1200 ららぽーと磐田,,
愛知県,,,豊橋ココラフロント店,愛知県 豊橋市 駅前大通1-55 ココラフロント,,
愛知県,,,ホリデイ・スクエア豊橋店,愛知県 豊橋市 藤沢町141,,
愛知県,,,豊橋柱店,愛知県 豊橋市 牟呂町扇田53-1,,
愛知県,,,豊橋曙店,愛知県 豊橋市 曙町南松原6-4,,
愛知県,,,豊川正岡店,愛知県 豊川市 正岡町流田506,,
愛知県,,,豊川下長山店,愛知県 豊川市 下長山町宮下7-1,,
愛知県,,,イオンタウン岡崎美合店,愛知県 岡崎市 美合町つむぎ南1-1 イオンタウン岡崎美合,,
愛知県,,,岡崎針崎店,愛知県 岡崎市 針崎町岡崎駅南土地区画整理事業27街区5,,
愛知県,,,イオンモール岡崎1階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎1階,,
愛知県,,,イオンモール岡崎3階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎3階,,
愛知県,,,岡崎竜美店,愛知県 岡崎市 竜美西2-9-13,,
愛知県,,,NEOPASA岡崎サービスエリア店,愛知県 岡崎市 宮石町六ツ田10-4　 新東名高速道路　岡崎サービスエリア内,,
愛知県,,,ヴェルサウォーク西尾店,愛知県 西尾市 高畠町3-23-9 ヴェルサウォーク西尾,,
愛知県,,,安城百石店,愛知県 安城市 百石町１-5-9,,
愛知県,,,安城篠目店,愛知県 安城市 篠目町肥田59-1,,
愛知県,,,碧南城山店,愛知県 碧南市 城山町1-81-3,,
愛知県,,,刈谷松栄店,愛知県 刈谷市 松栄町2-7-5,,
愛知県,,,名駅地下街 サンロード店,愛知県 名古屋市中村区 名駅4-7-25 名駅地下街サンロード,,
愛知県,,,名駅地下街 ユニモール店,愛知県 名古屋市中村区 名駅4-5-26先 ユニモール,,
愛知県,,,名古屋スパイラルタワーズ店,愛知県 名古屋市中村区 名駅4-27-1 モード学園スパイラルタワーズ,,
愛知県,,,ＪＲ名古屋駅 太閤通南口店,愛知県 名古屋市中村区 名駅1-1-4,,
愛知県,,,名古屋ＪＲセントラルタワーズ店,愛知県 名古屋市中村区 名駅1-1-4 ＪＲセントラルタワーズ 13F,,
愛知県,,,ＫＩＴＴＥ名古屋店,愛知県 名古屋市中村区 名駅1-1-1,,
愛知県,,,大名古屋ビルヂング店,愛知県 名古屋市中村区 名駅3-28-12 大名古屋ビルヂング地下1階,,
愛知県,,,名古屋 タカシマヤ ゲートタワーモール店,愛知県 名古屋市中村区 名駅1-1-3 タカシマヤ ゲートタワーモール１F,,
愛知県,,,名古屋 JRゲートタワー店,愛知県 名古屋市中村区 名駅1-1-3 JRゲートタワー 15F,,
愛知県,,,名鉄百貨店名古屋店,愛知県 名古屋市中村区 名駅1-2-1 名鉄百貨店本店本館,,
愛知県,,,名古屋則武新町1階店,愛知県 名古屋市中村区 名駅1-2-1 名鉄百貨店本店本館,,
愛知県,,,名古屋則武新町1階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,,
愛知県,,,名古屋則武新町2階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,,
愛知県,,,上小田井mozoワンダーシティ 2階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,,
愛知県,,,上小田井mozoワンダーシティ 4階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,,
愛知県,,,JR名古屋駅　広小路口店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,,
愛知県,,,JR名古屋駅 新幹線南ラチ内店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,,
愛知県,,,JR名古屋駅 新幹線南ラチ内店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,,
愛知県,,,名古屋グローバルゲート店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,,
愛知県,,,名古屋グローバルゲート店,愛知県 名古屋市中村区 平池町4-60-12 グローバルゲート,,
愛知県,,,名古屋みなと 蔦屋書店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,,
愛知県,,,イオンモール名古屋茶屋店,愛知県 名古屋市港区 西茶屋2-11 イオンモール名古屋茶屋,,
愛知県,,,ららぽーと名古屋みなとアクルス店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,,
愛知県,,,金山駅南口店,愛知県 名古屋市熱田区 金山町1-2-26 ヤガミ金山ビル,,
愛知県,,,ミュープラット神宮前店,愛知県 名古屋市熱田区 三本松町18-4 μPLAT神宮前2階,,
愛知県,,,イオンモール熱田店,愛知県 名古屋市熱田区 六野1-201 イオンモール熱田,,
愛知県,,,大同病院店,愛知県 名古屋市南区 白水町9 大同病院,,
愛知県,,,名古屋滝ノ水店,愛知県 名古屋市緑区 上旭2-201,,
愛知県,,,アピタ鳴海店,愛知県 名古屋市緑区 鳴海町伝治山3-9 アピタ鳴海店,,
愛知県,,,ヒルズウォーク徳重ガーデンズ店,愛知県 名古屋市緑区 鳴海町伝治山3-9 アピタ鳴海店,,
愛知県,,,ヒルズウォーク徳重ガーデンズ店,愛知県 名古屋市緑区 元徳重1-505 ヒルズウォーク徳重ガーデンズ,,
愛知県,,,イオンモール大高1階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 1階,,
愛知県,,,イオンモール大高3階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 3階,,
愛知県,,,桜通り大津店,愛知県 名古屋市中区 丸の内3-20-17 KDX桜通ビル 1F,,
愛知県,,,三井住友銀行名古屋ビル店,愛知県 名古屋市中区 錦2-18-19 三井住友銀行名古屋ビル 1F,,
愛知県,,,栄広小路店,愛知県 名古屋市中区 錦3-24-24 錦324ビル,,
愛知県,,,名古屋インターシティ伏見店,愛知県 名古屋市中区 錦1-11-11 名古屋インターシティ B1F,,
愛知県,,,ヨリマチFUSHIMI店,愛知県 名古屋市中区 錦2-16-24 ヨリマチFUSHIMI,,
愛知県,,,栄セントラルパーク店,愛知県 名古屋市中区 錦3-15-13先 セントラルパーク地下街,,
愛知県,,,栄 チェリープラザ店,愛知県 名古屋市中区 栄3-19-8 栄ミナミ平和ビル,,
愛知県,,,栄ラシック店,愛知県 名古屋市中区 栄3-6-1,,
愛知県,,,栄大津通店,愛知県 名古屋市中区 栄3-27-7 サンサカエビル,,
愛知県,,,名古屋久屋南店,愛知県 名古屋市中区 栄3-31-10 松坂屋久屋南パークテラス,,
愛知県,,,名古屋パルコ 西館店,愛知県 名古屋市中区 栄3-29-1 名古屋パルコ,,
愛知県,,,名古屋大須万松寺店,愛知県 名古屋市中区 大須3-31-14 山惣第２ビル,,
愛知県,,,東別院店,愛知県 名古屋市中区 橘2-903,,
愛知県,,,アスナル金山1階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,,
愛知県,,,アスナル金山3階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,,
愛知県,,,名古屋 伏見 ＡＴビル店,愛知県 名古屋市中区 錦1-18-22 名古屋ATビル,,
愛知県,,,新栄葵町店,愛知県 名古屋市東区 葵1-21-4,,
愛知県,,,東山線千種駅店,愛知県 名古屋市東区 葵3-15-21先 地下鉄千種駅,,
愛知県,,,栄公園 オアシス２１店,愛知県 名古屋市東区 東桜1-11-1 オアシス21,,
愛知県,,,ASTY大曽根店,愛知県 名古屋市東区 東大曽根町46-6 ASTY大曽根,,
愛知県,,,イオンモールナゴヤドーム前店,愛知県 名古屋市東区 矢田南4-102-3 イオンモールナゴヤドーム前,,
愛知県,,,イオンモールナゴヤドーム前フードコート店,愛知県 名古屋市東区 矢田南4-102-3,,
愛知県,,,名城公園店,愛知県 名古屋市北区 名城1-4-1 tonarino,,
愛知県,,,そよら上飯田店,愛知県 名古屋市北区 織部町1-1 そよら上飯田,,
愛知県,,,名古屋志段味店,愛知県 名古屋市守山区 上志段味羽根528,,
愛知県,,,草叢BOOKS 新守山店,愛知県 名古屋市守山区 新守山2830 アピタ新守山,,
愛知県,,,アピタ千代田橋店,愛知県 名古屋市千種区 千代田橋2-1-1 アピタ千代田橋店,,
愛知県,,,名古屋自由ヶ丘店,愛知県 名古屋市千種区 千代田橋2-1-1 アピタ千代田橋店,,
愛知県,,,名古屋自由ヶ丘店,愛知県 名古屋市千種区 鹿子殿14-8,,
愛知県,,,星が丘テラス店,愛知県 名古屋市千種区 星が丘元町16-50 星が丘テラスEAST,,
愛知県,,,本山駅前店,愛知県 名古屋市千種区 東山通1-1-1,,
愛知県,,,覚王山店,愛知県 名古屋市千種区 末盛通1-1 末盛ビル,,
愛知県,,,イオンタウン千種店,愛知県 名古屋市千種区 千種2-16-13 イオンタウン千種,,
愛知県,,,名古屋大学附属図書館店,愛知県 名古屋市千種区 不老町 名古屋大学附属中央図書館,,
愛知県,,,藤が丘effe店,愛知県 名古屋市名東区 藤が丘170-4 effe,,
愛知県,,,御器所駅前店,愛知県 名古屋市昭和区 阿由知通4-2-1,,
愛知県,,,イオン八事店,愛知県 名古屋市昭和区 広路町石坂2-1 イオン八事B2階,,
愛知県,,,中京大学 名古屋キャンパス店,愛知県 名古屋市昭和区 八事本町101-2 中京大学名古屋キャンパスセンタービルＧ階,,
愛知県,,,名古屋市立大学病院店,愛知県 名古屋市瑞穂区 瑞穂町川澄1 名古屋市立大学病院　外来診療棟,,
愛知県,,,プライムツリー赤池店,愛知県 日進市 赤池町箕ノ手1 プライムツリー赤池,,
愛知県,,,日進香久山店,愛知県 日進市 香久山4-201-3 MiO香久山 con*te uno,,
愛知県,,,日進竹の山店,愛知県 日進市 竹の山2-2306,,
愛知県,,,ららぽーと愛知東郷3階店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷3階(店舗番号3470),,
愛知県,,,TSUTAYA BOOKSTORE ららぽーと愛知東郷店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷3階(店舗番号3470),,
愛知県,,,TSUTAYA BOOKSTORE ららぽーと愛知東郷店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷2階(店舗番号23601),,
愛知県,,,みよし店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷2階(店舗番号23601),,
愛知県,,,みよし店,愛知県 みよし市 三好町中島70-1,,
愛知県,,,豊田上原店,愛知県 豊田市 上原町一丁田74-1,,
愛知県,,,豊明店,愛知県 豊明市 沓掛町十三塚2,,
愛知県,,,イオンモール東浦1階店,愛知県 知多郡 東浦町緒川旭13-2 イオンモール東浦 1階,,
愛知県,,,イオンモール東浦2階店,愛知県 知多郡 東浦町緒川旭13-2 イオンモール東浦 2階,,
愛知県,,,豊田鞍ケ池公園店,愛知県 豊田市 池田町五反田566-1 鞍ケ池公園,,
愛知県,,,豊田T-FACE店,愛知県 豊田市 若宮町1-57-1 T-FACE A館2階,,
愛知県,,,豊田元町店,愛知県 豊田市 土橋町1-21 MEGA ドン・キホーテ UNY豊田元町,,
愛知県,,,知立上重原店,愛知県 知立市 上重原町恩田214,,
愛知県,,,ギャラリエアピタ知立店,愛知県 知立市 長篠町大山18-1 ギャラリエアピタ知立,,
愛知県,,,豊田住吉店,愛知県 豊田市 住吉町平和27-1,,
愛知県,,,大府柊山店,愛知県 大府市 柊山町3-401,,
愛知県,,,半田店,愛知県 半田市 出口町１-40-8,,
愛知県,,,ラスパ太田川店,愛知県 東海市 大田町下浜田102-1 ラスパ太田川ショッピングセンター (南館1F),,
愛知県,,,東海加木屋店,愛知県 東海市 加木屋町石田72,,
愛知県,,,中部国際空港セントレア店,愛知県 常滑市 セントレア1-1 中部国際空港セントレア(4F),,
愛知県,,,中部国際空港出発ターミナル内店,愛知県 常滑市 セントレア1-1 中部国際空港セントレア(3F),,
愛知県,,,中部国際空港第２セントレアビル店,愛知県 常滑市 セントレア1-1 第2セントレアビル,,
愛知県,,,中部国際空港セントレアFLIGHT OF DREAMS店,愛知県 常滑市 セントレア1-1 FLIGHT OF DREAMS,,
愛知県,,,イオンモール常滑店,愛知県 常滑市 りんくう町2-20-3 イオンモール常滑,,
愛知県,,,イオンモール扶桑店,愛知県 丹羽郡 扶桑町南山名高塚5-1 イオンモール扶桑,,
愛知県,,,イオンモール長久手店,愛知県 長久手市 長久手中央 土地開発区画整理事業地内5・10・11街区,,
愛知県,,,名古屋 アピタ長久手店,愛知県 長久手市 戸田谷901-1 アピタ長久手店,,
愛知県,,,北名古屋店,愛知県 長久手市 戸田谷901-1 アピタ長久手店,,
愛知県,,,北名古屋店,愛知県 北名古屋市 井瀬木鴨80-1,,
愛知県,,,VIA MALL アピタ江南西店,愛知県 江南市 松竹町上野205 VIA MALL アピタ江南西,,
愛知県,,,犬山梅坪店,愛知県 犬山市 梅坪2-116,,
愛知県,,,小牧市中央図書館店,愛知県 小牧市 中央1-234 小牧市中央図書館,,
愛知県,,,小牧川西店,愛知県 小牧市 川西1-1-5,,
愛知県,,,春日井東野店,愛知県 春日井市 東野町9-20-15,,
愛知県,,,春日井南下原店,愛知県 春日井市 南下原町3-12-4,,
愛知県,,,イーアス春日井店,愛知県 春日井市 六軒屋町東丘22 イーアス春日井,,
愛知県,,,TSUTAYA 春日井店,愛知県 春日井市 美濃町2-3,,
愛知県,,,春日井勝川店,愛知県 春日井市 小野町2-1-1,,
愛知県,,,アピタ高蔵寺店,愛知県 春日井市 中央台2-5 アピタ高蔵寺店,,
愛知県,,,TSUTAYA 瀬戸店,愛知県 春日井市 中央台2-5 アピタ高蔵寺店,,
愛知県,,,TSUTAYA 瀬戸店,愛知県 瀬戸市 西本地町2-222-1,,
愛知県,,,テラスウォーク一宮店,愛知県 一宮市 両郷町1-2 テラスウォーク一宮,,
愛知県,,,一宮富士店,愛知県 一宮市 富士3-1-12,,
愛知県,,,尾張一宮パーキングエリア（下り線）店,愛知県 一宮市 千秋町塩尻14-2 尾張一宮パーキングエリア（下り線）,,
愛知県,,,尾張一宮パーキングエリア（上り線）店,愛知県 一宮市 丹陽町三ツ井2709-6 尾張一宮パーキングエリア（上り線）,,
愛知県,,,稲沢桜木宮前店,愛知県 稲沢市 桜木宮前町77-1,,
愛知県,,,アピタタウン稲沢店,愛知県 稲沢市 天池五反田町1 アピタタウン稲沢,,
愛知県,,,リーフウォーク稲沢店,愛知県 稲沢市 長野7-1-2 リーフウォーク稲沢,,
愛知県,,,イオンモール木曽川店,愛知県 一宮市 木曽川町黒田南八ツヶ池25-1,,
愛知県,,,一宮木曽川店,愛知県 一宮市 木曽川町外割田四の通り131,,
愛知県,,,津島大坪店,愛知県 津島市 大坪町蛤田28-1,,
愛知県,,,愛西店,愛知県 愛西市 善太新田町十二上57,,
岐阜県,,,みんなの森 ぎふメディアコスモス店,岐阜県 岐阜市 司町40-5 みんなの森 ぎふメディアコスモス,,
岐阜県,,,岐阜茜部店,岐阜県 岐阜市 茜部野瀬2-14-1,,
岐阜県,,,ASTY岐阜店,岐阜県 岐阜市 橋本町1-10-1 ASTY岐阜3F,,
岐阜県,,,本巣北方店,岐阜県 本巣郡 北方町平成8-1,,
岐阜県,,,モレラ岐阜店,岐阜県 本巣市 三橋1100 モレラ岐阜,,
岐阜県,,,関 マーゴ店,岐阜県 関市 倉知516 サンサンシティ　マーゴ,,
岐阜県,,,TSUTAYA BOOKSTORE カラフルタウン岐阜店,岐阜県 岐阜市 柳津町丸野3-3-6 カラフルタウン岐阜1階,,
岐阜県,,,羽島福寿店,岐阜県 羽島市 福寿町本郷千代田72,,
岐阜県,,,岐阜正木店,岐阜県 岐阜市 正木中2-3-8,,
岐阜県,,,イオンモール大垣店,岐阜県 大垣市 外野2-100 イオンモール大垣,,
岐阜県,,,アクアウォーク大垣店,岐阜県 大垣市 林町6-80-21 アクアウォーク大垣,,
岐阜県,,,各務原蘇原店,岐阜県 各務原市 蘇原瑞穂町5-54,,
岐阜県,,,イオンモール各務原店,岐阜県 各務原市 那加萱場町3-8 イオンモール各務原,,
岐阜県,,,美濃加茂新池店,岐阜県 美濃加茂市 新池町1-6-35,,
岐阜県,,,高山岡本店,岐阜県 高山市 岡本町2-47,,
岐阜県,,,多治見光ケ丘店,岐阜県 多治見市 光ケ丘4-48-2,,
岐阜県,,,ルビットタウン中津川店,岐阜県 中津川市 淀川町3-8 ルビットタウン中津川,,
岐阜県,,,草叢BOOKS 各務原店,岐阜県 各務原市 鵜沼各務原町8-7 アピタ各務原,,
岐阜県,,,可児広見店,岐阜県 可児市 広見6-1,,
岐阜県,,,恵那峡サービスエリア（下り線）店,岐阜県 恵那市 大井町2194-82 恵那峡サービスエリア（下り線）,,
岐阜県,,,恵那店,岐阜県 恵那市 長島町正家3-8-41,,
三重県,,,アピタ四日市店,三重県 四日市市 安島1-3-31 トナリエ四日市,,
三重県,,,イオンタウン四日市泊店,三重県 四日市市 泊小柳町4-5 イオンタウン四日市泊,,
三重県,,,四日市中央緑地店,三重県 四日市市 日永東1-3-21 中央緑地,,
三重県,,,イオンモール四日市北店,三重県 四日市市 富州原町2-40 イオンモール四日市北,,
三重県,,,イオンモール東員店,三重県 員弁郡 東員町長深510-1 イオンモール東員,,
三重県,,,イオンモール桑名店,三重県 桑名市 新西方1-22 イオンモール桑名,,
三重県,,,桑名サンシパーク店,三重県 桑名市 大仲新田111-1 桑名サンシパーク,,
三重県,,,ジャズドリーム長島店,三重県 桑名市 長島町浦安368 三井アウトレットパーク ジャズドリーム長島,,
三重県,,,EXPASA御在所サービスエリア（下り線）店,三重県 四日市市 山之一色町乱取口1491-2　 東名阪自動車道　EXPASA御在所(下り線）,,
三重県,,,EXPASA御在所サービスエリア（上り線)店,三重県 四日市市 山之一色町池の谷口1569-2 東名阪自動車道　EXPASA御在所(上り線）,,
三重県,,,四日市尾平店,三重県 四日市市 尾平町天王川原1863-1,,
三重県,,,TSUTAYA 鈴鹿中央通店,三重県 鈴鹿市 算所町417-1,,
三重県,,,イオンモール鈴鹿店,三重県 鈴鹿市 庄野羽山4-1-2,,
三重県,,,ベイスクエア津店,三重県 津市 藤方716 BAY SQUARE Tsu,,
三重県,,,イオンモール津南店,三重県 津市 高茶屋小森町145 イオンモール津南,,
三重県,,,久居インターガーデン店,三重県 津市 久居明神町風早2533 久居インターガーデン,,
三重県,,,イオンモール明和店,三重県 多気郡 明和町中村1223 イオンモール明和,,
三重県,,,松阪川井店,三重県 松阪市 川井町772-31,,
三重県,,,イオンタウン伊勢ララパーク店,三重県 伊勢市 小木町538 イオンタウンイセララパーク,,
三重県,,,伊勢 内宮前店,三重県 伊勢市 宇治今在家町中賀集楽37-4,,
三重県,,,イオンタウン伊賀上野店,三重県 伊賀市 四十九町1850 イオンタウン伊賀上野,,
滋賀県,,,ブランチ大津京店,滋賀県 大津市 二本松1-1 ブランチ大津京,,
滋賀県,,,ビエラ大津店,滋賀県 大津市 春日町1-3,,
滋賀県,,,三井アウトレットパーク滋賀竜王店,滋賀県 蒲生郡 竜王町薬師砂山1178-694 三井アウトレットパーク滋賀竜王,,
滋賀県,,,カインズモール彦根店,滋賀県 彦根市 馬場2-1-1,,
滋賀県,,,ビバシティ彦根店,滋賀県 彦根市 高宮町1330-2 ビバシティ彦根,,
滋賀県,,,多賀サービスエリア（上り線）店,滋賀県 犬上郡 多賀町敏満寺62-2 多賀サービスエリア（上り線）,,
滋賀県,,,EXPASA多賀サービスエリア（下り線）店,滋賀県 犬上郡 多賀町敏満寺66-11 名神高速道路　EXPASA多賀（下り線）,,
滋賀県,,,近江八幡店,滋賀県 近江八幡市 鷹飼町北2-3-11,,
滋賀県,,,草津駒井沢店,滋賀県 草津市 駒井沢町18,,
滋賀県,,,草津A・SQUARE店,滋賀県 草津市 西渋川1-23-23,,
滋賀県,,,草津国道１号店,滋賀県 草津市 草津1-20-20,,
滋賀県,,,イオンモール草津店,滋賀県 草津市 新浜町300 イオンモール草津,,
滋賀県,,,近鉄草津店,滋賀県 草津市 渋川1-1-50 近鉄百貨店草津店2階,,
滋賀県,,,滋賀長浜店,滋賀県 草津市 渋川1-1-50 近鉄百貨店草津店2階,,
滋賀県,,,滋賀長浜店,滋賀県 長浜市 川崎町265,,
滋賀県,,,東近江八日市店,滋賀県 東近江市 八日市上之町7-40,,
滋賀県,,,甲賀水口店,滋賀県 甲賀市 水口町水口6004-1,,
大阪府,,,大阪マルビル店,大阪府 大阪市北区 梅田1-9-20 大阪マルビル 1F,,
大阪府,,,大阪ガーデンシティ店,大阪府 大阪市北区 梅田3-3-20 明治安田生命大阪ビル,,
大阪府,,,エキマルシェ大阪店,大阪府 大阪市北区 梅田3-1-1,,
大阪府,,,梅田イーマ店,大阪府 大阪市北区 梅田1-12-6 梅田イーマ地下2階,,
大阪府,,,桜橋プラザビル店,大阪府 大阪市北区 曽根崎新地1-4-12 桜橋プラザビル,,
大阪府,,,中之島三井ビル店,大阪府 大阪市北区 中之島3-3-3 中之島三井ビルディング,,
大阪府,,,グランフロント大阪店,大阪府 大阪市北区 大深町4-20 グランフロント大阪 ショップ＆レストラン 南館,,
大阪府,,,LINKS UMEDA　地下1階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 地下1階,,
大阪府,,,LINKS UMEDA　2階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 2階,,
大阪府,,,LINKS UMEDA　8階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 8階,,
大阪府,,,ちゃやまちアプローズタワー店,大阪府 大阪市北区 茶屋町19-19 アプローズタワー 1F,,
大阪府,,,NU茶屋町プラス店,大阪府 大阪市北区 茶屋町8-26 NU茶屋町プラス 区画番号109,,
大阪府,,,TSUTAYA 梅田 MeRISE店,大阪府 大阪市北区 鶴野町1-5,,
大阪府,,,梅田HEP FIVE7階店,大阪府 大阪市北区 角田町5-15 HEP FIVE 7F,,
大阪府,,,梅田エスト店,大阪府 大阪市北区 角田町3-25 EST,,
大阪府,,,阪急サン広場地下通り店,大阪府 大阪市北区 角田町8-47 阪急サン広場地下通り 地下1階,,
大阪府,,,梅田HEP FIVE3階店,大阪府 大阪市北区 角田町5-15 HEP FIVE 3階,,
大阪府,,,大丸梅田店,大阪府 大阪市北区 梅田3-1-1 大丸大阪梅田店,,
大阪府,,,LUCUA 9階店,大阪府 大阪市北区 梅田3-1-1 大丸大阪梅田店,,
大阪府,,,LUCUA 9階店,大阪府 大阪市北区 梅田3-1-3 LUCUA　9階,,
大阪府,,,LUCUA 2階店,大阪府 大阪市北区 梅田3-1-3 LUCUA 2階,,
大阪府,,,阪神梅田本店 地下2階店,大阪府 大阪市北区 梅田1-13-13 阪神梅田本店,,
大阪府,,,阪神梅田本店 9階店,大阪府 大阪市北区 梅田1-13-13 阪神梅田本店,,
大阪府,,,阪神梅田本店 9階店,大阪府 大阪市北区 梅田1-13-13 阪神梅田本店,,
大阪府,,,LUCUA 1100 2階 グランマルシェ店,大阪府 大阪市北区 梅田1-13-13 阪神梅田本店,,
大阪府,,,LUCUA 1100 2階 グランマルシェ店,大阪府 大阪市北区 梅田3-1-3,,
大阪府,,,LUCUA 1100 2階 アトリウムガーデン店,大阪府 大阪市北区 梅田3-1-3,,
大阪府,,,LUCUA osaka 地下2階店,大阪府 大阪市北区 梅田3-1-3 LUCUA osaka,,
大阪府,,,梅田 蔦屋書店,大阪府 大阪市北区 梅田3-1-3 LUCUA 1100 9階,,
大阪府,,,新大阪ニッセイビル店,大阪府 大阪市淀川区 宮原3-4-30 ニッセイ新大阪ビル,,
大阪府,,,エキマルシェ新大阪店,大阪府 大阪市淀川区 西中島5-16-1,,
大阪府,,,JR新大阪アルデ店,大阪府 大阪市淀川区 西中島5-16-1 アルデ新大阪　（arde）,,
大阪府,,,ＪＲ東海 新大阪駅新幹線ラチ内店,大阪府 大阪市淀川区 西中島5-16-1　新大阪駅1階 JRCP大阪支店,,
大阪府,,,京橋 京阪モール店,大阪府 大阪市淀川区 西中島5-16-1　新大阪駅1階 JRCP大阪支店,,
大阪府,,,京橋 京阪モール店,大阪府 大阪市都島区 東野田町2-1-38,,
大阪府,,,京阪京橋駅片町口店,大阪府 大阪市都島区 東野田町1-6-1 Kぶらっと,,
大阪府,,,イオンモール鶴見緑地店,大阪府 大阪市鶴見区 鶴見4-17-1 イオンモール鶴見緑地　1階,,
大阪府,,,大阪城公園店,大阪府 大阪市中央区 大阪城3-1 JO-TERRACE OSAKA,,
大阪府,,,大阪城公園森ノ宮店,大阪府 大阪市中央区 大阪城3-9,,
大阪府,,,谷町筋ＮＳビル店,大阪府 大阪市中央区 谷町2-2-22 ＮＳビル 1F,,
大阪府,,,天満橋京阪シティモール店,大阪府 大阪市中央区 天満橋京町1-1 京阪シティモール,,
大阪府,,,ＯＢＰ松下ＩＭＰビル店,大阪府 大阪市中央区 城見1-3-7 松下IMPビル,,
大阪府,,,淀屋橋odona店,大阪府 大阪市中央区 今橋4-1-1 淀屋橋odona B1F,,
大阪府,,,御堂筋本町店,大阪府 大阪市中央区 本町4-2-12 野村不動産御堂筋本町ビル,,
大阪府,,,堺筋本町店,大阪府 大阪市中央区 本町1-8-12 オーク堺筋本町ビル1F,,
大阪府,,,南御堂ビルディング店,大阪府 大阪市中央区 久太郎町4-1-15 南御堂ビルディング,,
大阪府,,,TSUTAYA EBISUBASHI店,大阪府 大阪市中央区 道頓堀1-8-19,,
大阪府,,,なんばウォーク店,大阪府 大阪市中央区 千日前1 なんばウォーク5-1,,
大阪府,,,なんば南海通店,大阪府 大阪市中央区 難波千日前12-30 難波長和ビル,,
大阪府,,,なんば 御堂筋グランドビル店,大阪府 大阪市中央区 難波2-2-3 御堂筋グランドビル B1F,,
大阪府,,,なんばCITY店,大阪府 大阪市中央区 難波5-1-60 なんばCITY,,
